source_id,source,opus_id,日期,章节,问题,答案,卡号,起止行
1212165186176155648-04,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：对方单位移动进我方控制的战场开启战斗法术对决并让过焦点，我方打出【驭风而行】选择【黛安娜（皎月化身）】移动进该战场，是否会触发【黛安娜（皎月化身）】化身】的技能？,A：不会。,OGN-173、UNL-079,20-28
1212165186176155648-05,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：我方回合我打出待命的【控潮者】并选择单位A，【控潮者】的效果如何结算？,A：【控潮者】被眩晕且本回合内无法移动，停留在战场上，单位A移动至【控潮者】者)所在的战场。,OGN-199,41-49
1212165186176155648-06,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：对方回合我打出待命的【控潮者】并选择单位A，【控潮者】的效果如何结算?,A：【控潮者】移动至单位A的位置(基地)，单位A移动至【控潮者】原来的位置（战场)，之后【控潮者】被眩晕且本回合内无法移动。,OGN-199,41-49
1212165186176155648-07,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：【蕾欧娜（炽诚者）】的技能是否会触发并眩晕【雷恩加尔（异兽猎手）】？,A：会触发并眩晕【雷恩加尔（异兽猎手）】。,OGN-238、UNL-120,50-59
1212165186176155648-08,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：若双方均无后续操作，谁会征服战场？,"A：雷恩加尔-异兽猎手被眩晕无法造成战斗伤害，战斗无结果。蕾欧娜-炽诚者】作为进攻方会被召回到基地，我方【雷恩加尔（异兽猎手）】会征服战场。
赛事的热情和期待致以最诚挚的感谢。",UNL-120,50-59
1214778244239196213-01,第三赛季区域公开赛-长沙站赛后判例,1214778244239196213,2026-06-17,常见问题与解答,Q：场上只有敌方单位A和我方位于战场上的【派克（深渊再临）】，且本回合没有敌方单位被摧毁过。对方在自己的回合打出【清理门户】，在结算的过程中能否触发派克-深渊再临】的技能？,A：可以。,UNL-145、OGN-209,12-16
1214778244239196213-02,第三赛季区域公开赛-长沙站赛后判例,1214778244239196213,2026-06-17,常见问题与解答,Q：我方【哀哀魄罗】和贴附有【守护天使】的单位A在战斗伤害分配后同时被摧毁，能否触发【哀哀魄罗】的绝念技能?,A：不能。,SFD-036、SFD-051,17-20
1214778244239196213-03,第三赛季区域公开赛-长沙站赛后判例,1214778244239196213,2026-06-17,常见问题与解答,Q：我方单位A位于战场a上，我方单位B进攻对方有【薇古丝（郁郁）】防守的战场b。对方在战斗法术对决中打出驭风而行】选择【薇古丝（郁郁）】移动至战场a并成功结算，此时我方在战场b的战斗中后续打出的法术是否会因为【薇古丝（郁郁）】郁的技能增加1法力和1符能？,"A：不会。【驭风而行】结算后【薇古丝（郁郁）】失去防守方身份,不再处于战斗中。
而战场a的战斗被标记为待发生，需要等待战场b的战斗结束后且回合状态为普通开环状态时才会在清理中开启战场a的战斗，此时【薇古丝（郁郁）】获得进攻方身份，其技能才会重新生效。
赛事的热情和期待致以最诚挚的感谢。",SFD-146、OGN-173,21-31
1228145041509187608-01,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,常见问题与解答,Q：对方单位A进攻我方控制的战场，我方在此战场打出待命的【提莫（军事家）】，此时对方反应【提莫（军事家）】的技能打出【造化弄人】并选择对方基地的单位B和我方【提莫（军事家）】并成功结算，之后【提莫（军事家）】的技能该如何结算？,A：展示主牌堆5张牌并回收。,OGN-121、UNL-128,11-21
1228145041509187608-02,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,常见问题与解答,Q：我方控制的【禁忌荒原】上只有一名【提莫（军事家）】且其上有1点伤害，此时对方单位A进攻【禁忌荒原】，在进入法术对决后【提莫（军事家）】的技能如何结算？,A：在【提莫（军事家）】获得防守方身份的时候，【禁忌荒原】的被动技能会立即生效但不会立即导致【提莫（军事家）】被摧毁，之后【提莫（军事家）】的技能作为待处理项目添加至结算链，在接下来的清理步骤中提莫－军事家】被摧毁，最后【提莫（军事家）】的技能在确认时因为无法做出相关选择而被移除出结算链。,UNL-210、OGN-121,11-21
1228145041509187608-03,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,常见问题与解答,Q：我方3战力单位A征服【流星疗泉】，触发我方【诡术妖姬】的技能打出一名【映像】，并在之后的内嵌式触发中选择单位A，此时对方反应打出【罡风】并选择该【映像】，在【罡风】结算前我方伏击打出【织魂者】，触发【流星疗泉】的技能并选择该【映像】，在【流星疗泉】的技能结算后【映像】被移动到基地。最后如何结算【诡术妖姬】的内嵌式触发技能？,A：【映像】变为单位A的复制体并获得瞬息。,UNL-215、UNL-199、UNL-T06、OGN-169、VEN-123,22-27
1228145041509187608-04,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,常见问题与解答,"Q：我方3战力单位A征服【流星疗泉】，触发我方【诡术妖姬】的技能打出一名【映像】并在之后的内嵌式触发中选择单位A,此时对方反应打出【罡风】并选择单位A,在【罡风】结算前我方伏击打出【织魂者】，触发【流星疗泉】的技能并选择单位A，在【流星疗泉】的技能结算后单位A被移动到基地。最后如何结算【诡术妖姬】的内嵌式触发技能？",A：【映像】无法变为单位A的复制体，会以0战力存在于场上。,UNL-215、UNL-199、UNL-T06、OGN-169、VEN-123,40-45
1228145041509187608-05,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,常见问题与解答,Q：我方基地有【远见面具】，对方控制的战场上有一名【迅捷蟹】，我方单位A独自进攻该战场并触发【远见面具】的技能，在伤害分配结束后触发【迅捷蟹】的绝念技能。对方在绝念技能结算前伏击打出【雷恩加尔（异兽猎手）】。有【迅捷蟹】参与的这次战斗结果是什么，后续如何结算？,A：这次战斗无结果，之后会开启一次新的战斗，双方重新获得身份，单位A会再次触发【远见面具】面具)的技能。,OGN-060、UNL-053、UNL-120,46-51
1228145041509187608-06,第三赛季全国公开赛赛后判例,1228145041509187608,2026-07-23,赛事规则,Q：循环,"A：某些连续行动可以重复，因此可以变为循环的简化方法。玩家在执行循环时，每次的循环必须完
全相同，不能加入额外的行动。建议玩家完整执行循环二次后再声明循环次数以执行简化操作。
如果有玩家选择进行干预、打破循环，则可以选择在循环尚未完成时将其打破。试图以拒绝执行
简化方法，或提出错误的简化方法，以此消耗时间的玩家，将被视为作弊。",,0-0
1243800197284233235-01,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：我方打出待命的【凯南（御衡之心）】并支付2 法力,是否可以眩晕对方基地中的单位A?",A：不可以。,VEN-135,12-30
1243800197284233235-02,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：我方【凯南（御衡之心）】进攻并支付2法力选择对方该战场上的单位A。对方反应该技能打出【闪现】选择单位 A并成功结算后,我方【凯南（御衡之心）】的技能在结算时是否可以眩晕单位A？",A：可以。,VEN-135、OGS-011,12-30
1243800197284233235-03,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：我方打出待命的【凯南（御衡之心）】并支付2法力选择对方该战场上的单位A。
对方反应该技能打出【闪现】选择单位 A并成功结算后,我方【凯南（御衡之心）】的技能在结算时是否可以眩晕单位A？",A：不可以。,VEN-135、OGS-011,12-30
1243800197284233235-04,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,Q：我方【凯南（御衡之心）】进攻并支付2 法力选择对方该战场上的单位 A。对方反应该技能打出【罡风】选择【凯南（御衡之心）】并成功结算后，我方【凯南（御衡之心）】心】的技能在结算时是否可以眩晕单位A？,"A：可以。
A。对方反应该技能打出【罡风】选择【凯南（御衡之心）】并成功结算后，,我方凯南御衡之心的技能在结算时是否可以眩晕单位A？
不可以。",VEN-135、OGN-169,12-30
1243800197284233235-05,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：我方战场上有【星界灵鹭】A、【星界灵鹭】B,我方打出第一张卡牌并成功结算后触发【星界灵鹭】A和【星界灵鹭】B的技能。在两个技能全部成功结算后,我是否可以不消耗法力和符能打出2张【责退】？","A：不可以,你只能不消耗法力和符能打出第一张【责退】。",VEN-044、OGN-172,40-50
1243800197284233235-06,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：我方战场上有【星界灵鹭】A、【星界灵鹭】B，此时我方打出第一张卡牌并成功结算后触发【星界灵鹭】A和【星界灵鹭】B的技能,我方选择按先 A后 B的顺序加入结算链。之后我方是否可以先结算【星界灵鹭】B的技能，随后反应【星界灵鹭】A的技能不消耗法力和符能打出【训练有素】并结算，再结算【星界灵鹭】A的技能，最后不消耗法力和符能打出【责退】？",A：可以。,VEN-044、OGN-058、OGN-172,40-50
1243800197284233235-07,第四赛季区域公开赛「武汉站」赛后判例,1243800197284233235,2026-09-03,常见问题与解答,"Q：对方2 战力单位进攻我方【哀哀魄罗】独自防守的战场,双方均无后续动作直至伤害分配结束。此时我方是否可以反应【哀哀魄罗】的绝念技能打出【雷恩加尔（异兽猎手）】-异兽猎手}?",A：不可以。,SFD-036、UNL-120,51-55
1248516146510954500-01,第四赛季区域公开赛「沈阳站」赛后判例,1248516146510954500,2026-09-16,常见问题与解答,Q：我方【天角牧者】位于战场A，对方【迅捷蟹】位于战场B。我方打出【我流奥义！隼舞】选择对【迅捷蟹】造成2点伤害并将【天角牧者】移动至战场B，此时【迅捷蟹】蟹】的绝念技能和【天角牧者】的移动技能如何结算？,"A：【我流奥义！隼舞】结算期间先触发【天角牧者】的移动技能，【我流奥义！隼舞】结算后的清理中再触发【迅捷蟹】的绝念技能，故先结算【迅捷蟹】的绝念技能，再结算【天角牧者】的移动技能。
在本次沈阳区域公开赛决赛的第二小局中。红方选手打出【我流奥义！隼舞】选择了战场2蓝方选手的迅捷蟹】并将战场1的【天角牧者】移动至战场2。在这个过程中，由于直播裁判团队出现工作失误，而给出了错误的结算流程，导致蓝方选手处理【迅捷蟹】的绝念效果看到了本不该看到的红方选手因[天角牧者】移动时效果抽取的卡牌，由此获得了额外的游戏信息。
赛后，裁判组第一时间找到了决赛对战的两位选手，告知了正确的结算流程并向两位选手进行了道歉，也当场获得了两位选手的谅解。今后,直播裁判组会进一步优化执裁时的工作流程，避免此类问题的再度发生。我们也希望能带给直播桌对战选手更好的对战体验，让现场及线上直播间的观众获得更好的观看体验。",SFD-048、UNL-053、VEN-140,12-25
1248516146510954500-02,第四赛季区域公开赛「沈阳站」赛后判例,1248516146510954500,2026-09-16,常见问题与解答,"Q：对方打出一个法术,我方反应打出【灵魂折镜】并支付1 符能获得该法术的控制权,并重新选择一个具有法盾的对方单位，此时我需要支付法盾费用吗？",A：不需要。,VEN-152,26-29
1248516146510954500-03,第四赛季区域公开赛「沈阳站」赛后判例,1248516146510954500,2026-09-16,常见问题与解答,Q：我方3战力单位A和对方3战力单位B同时位于一处战场，对方打出【月蚀】选择我方单位A并成功结算。我方随后打出【换换乐】选择单位A和单位B并成功结算，此时双方单位的战力分别是多少？,"A：单位A战力为3,单位B战力为-1。",UNL-063、SFD-145,39-43
1248516146510954500-04,第四赛季区域公开赛「沈阳站」赛后判例,1248516146510954500,2026-09-16,常见问题与解答,"Q：对方【星界灵鹭】位于战场上，我方本回合尚未打出卡牌。此时我方打出【恶意收购】收购】选择【星界灵鹭】并成功结算后,我方打出的下一张卡牌是否可以减少2法力2符能?",A：可以。,VEN-044、SFD-202,44-48
1248516146510954500-05,第四赛季区域公开赛「沈阳站」赛后判例,1248516146510954500,2026-09-16,常见问题与解答,Q：我方【派克（深渊再临）】和对方单位在战斗伤害分配后均被摧毁，我方【派克（深渊再临）】渊再临】的技能是否可以触发并让我打出一个“金币”？,A：不可以。,UNL-145,49-52
